operations_date,site_code,region,incidents_total,incidents_p1,incidents_p2,incidents_p3,work_orders_opened,corrective_work_orders,downtime_hours_total,sla_target_pct,availability_pct,sla_met_flag,capacity_utilization_pct,avg_hall_temperature_f,power_usage_mw,outage_flag,visitor_count,customer_tickets_opened
2024-08-09,ASH01,AMER-East,0,0,0,0,1,1,7.81,99.9,99.81,0,81.0,69.2,58.64,0,43,0
2024-08-10,ASH01,AMER-East,1,0,1,0,3,0,3.5,99.9,99.932,1,82.4,74.9,59.06,0,52,0
2024-08-11,ASH01,AMER-East,2,0,1,1,3,3,32.02,99.9,99.272,0,80.4,72.7,59.76,1,57,1
2024-08-12,ASH01,AMER-East,1,0,0,1,0,0,0.44,99.9,99.893,0,86.4,68.8,58.65,0,59,0
2024-08-13,ASH01,AMER-East,2,0,0,2,3,2,18.04,99.9,99.559,0,81.2,71.6,59.97,0,49,1
2024-08-14,ASH01,AMER-East,2,0,0,2,2,1,13.55,99.9,99.586,0,89.2,74.2,58.95,0,56,0
2024-08-15,ASH01,AMER-East,4,0,1,3,2,1,12.74,99.9,99.539,0,84.4,67.8,64.24,0,61,1
2024-08-16,ASH01,AMER-East,0,0,0,0,2,1,13.38,99.9,99.715,0,76.4,74.8,54.33,0,62,0
2024-08-17,ASH01,AMER-East,3,0,0,3,1,1,8.19,99.9,99.633,0,89.2,74.1,64.79,0,69,0
2024-08-18,ASH01,AMER-East,1,0,0,1,4,2,22.44,99.9,99.51,0,75.0,73.1,50.33,0,51,1
2024-08-19,ASH01,AMER-East,2,0,0,2,3,2,17.83,99.9,99.554,0,81.8,75.0,62.73,0,59,0
2024-08-20,ASH01,AMER-East,3,0,1,2,2,1,7.88,99.9,99.671,0,74.2,73.1,56.14,0,60,1
2024-08-21,ASH01,AMER-East,0,0,0,0,1,1,7.33,99.9,99.853,0,89.2,73.9,63.16,0,51,0
2024-08-22,ASH01,AMER-East,1,0,0,1,0,0,0.4,99.9,99.885,0,80.4,66.9,60.72,0,47,0
2024-08-23,ASH01,AMER-East,1,0,0,1,1,1,3.95,99.9,99.844,0,80.3,71.5,61.26,0,57,0
2024-08-24,ASH01,AMER-East,1,0,0,1,3,2,10.08,99.9,99.783,0,84.8,69.4,57.33,0,50,0
2024-08-25,ASH01,AMER-East,1,0,1,0,1,0,1.89,99.9,99.911,1,78.9,72.2,53.92,0,51,0
2024-08-26,ASH01,AMER-East,4,0,1,3,1,1,9.3,99.9,99.604,0,85.3,68.7,63.08,0,66,0
2024-08-27,ASH01,AMER-East,1,0,1,0,0,0,0.73,99.9,99.868,0,75.6,70.5,50.56,0,66,0
2024-08-28,ASH01,AMER-East,1,0,0,1,3,2,16.59,99.9,99.633,0,81.7,71.0,56.57,0,59,0
2024-08-29,ASH01,AMER-East,1,1,0,0,0,0,0.27,99.9,99.9,0,83.7,71.2,58.17,1,50,0
2024-08-30,ASH01,AMER-East,2,0,1,1,0,0,0.51,99.9,99.856,0,83.1,71.1,64.08,0,68,0
2024-08-31,ASH01,AMER-East,1,0,1,0,0,0,0.7,99.9,99.908,1,81.0,73.5,59.57,0,54,0
2024-09-01,ASH01,AMER-East,7,0,3,4,5,4,36.11,99.9,98.953,0,75.7,67.7,58.0,1,65,3
2024-09-02,ASH01,AMER-East,0,0,0,0,0,0,0.77,99.9,99.996,1,81.4,71.7,59.54,0,57,0
2024-09-03,ASH01,AMER-East,3,0,0,3,0,0,0.15,99.9,99.865,0,83.1,72.8,60.41,0,53,0
2024-09-04,ASH01,AMER-East,1,0,0,1,4,1,8.22,99.9,99.793,0,80.9,76.5,54.97,0,57,0
2024-09-05,ASH01,AMER-East,2,0,0,2,2,1,14.24,99.9,99.597,0,81.9,69.1,59.49,0,50,0
2024-09-06,ASH01,AMER-East,1,0,0,1,3,0,6.39,99.9,99.75,0,73.0,69.8,53.84,0,48,0
2024-09-07,ASH01,AMER-East,2,0,1,1,2,1,12.67,99.9,99.645,0,80.2,68.1,56.86,0,68,1
2024-09-08,ASH01,AMER-East,2,0,0,2,1,0,2.84,99.9,99.836,0,81.9,75.6,57.06,0,62,1
2024-09-09,ASH01,AMER-East,1,0,1,0,1,1,6.09,99.9,99.824,0,85.5,74.6,59.1,0,72,0
2024-09-10,ASH01,AMER-East,1,0,0,1,0,0,0.53,99.9,99.963,1,78.4,71.9,59.07,0,54,0
2024-09-11,ASH01,AMER-East,4,0,0,4,1,1,10.89,99.9,99.6,0,83.1,74.2,56.93,0,57,0
2024-09-12,ASH01,AMER-East,1,0,0,1,1,0,2.37,99.9,99.834,0,84.7,72.2,63.94,0,59,0
2024-09-13,ASH01,AMER-East,1,0,0,1,3,1,12.19,99.9,99.673,0,80.9,71.2,54.87,0,64,0
2024-09-14,ASH01,AMER-East,2,0,0,2,1,1,11.98,99.9,99.669,0,82.9,72.2,62.33,0,57,0
2024-09-15,ASH01,AMER-East,1,0,0,1,3,2,20.91,99.9,99.512,0,85.8,73.6,64.31,0,59,0
2024-09-16,ASH01,AMER-East,5,1,2,2,3,2,33.27,99.9,99.095,0,86.1,75.7,59.8,1,64,1
2024-09-17,ASH01,AMER-East,2,0,1,1,2,1,8.08,99.9,99.692,0,78.3,71.6,60.24,0,57,1
2024-09-18,ASH01,AMER-East,0,0,0,0,1,0,2.57,99.9,99.902,1,71.9,72.3,54.58,0,55,0
2024-09-19,ASH01,AMER-East,3,1,2,0,2,1,13.21,99.9,99.551,0,82.5,73.8,62.29,1,54,0
2024-09-20,ASH01,AMER-East,4,0,2,2,4,3,25.67,99.9,99.291,0,81.8,75.0,56.69,1,64,0
2024-09-21,ASH01,AMER-East,3,0,0,3,0,0,0.48,99.9,99.798,0,83.2,68.8,59.45,0,66,0
2024-09-22,ASH01,AMER-East,4,1,0,3,4,4,33.67,99.9,99.197,0,75.2,71.9,50.48,1,63,2
2024-09-23,ASH01,AMER-East,2,0,0,2,3,2,19.45,99.9,99.511,0,86.1,67.6,62.05,0,40,1
2024-09-24,ASH01,AMER-East,0,0,0,0,0,0,0.31,99.9,100.0,1,77.9,75.3,55.8,0,63,0
2024-09-25,ASH01,AMER-East,0,0,0,0,1,0,2.08,99.9,99.87,0,88.0,71.0,58.18,0,57,0
2024-09-26,ASH01,AMER-East,1,0,0,1,2,2,14.29,99.9,99.671,0,77.3,70.6,58.6,0,57,0
2024-09-27,ASH01,AMER-East,4,0,1,3,3,3,24.57,99.9,99.293,0,78.7,71.9,55.01,1,57,1
2024-09-28,ASH01,AMER-East,2,0,0,2,1,1,13.58,99.9,99.652,0,83.2,75.2,60.81,0,58,1
2024-09-29,ASH01,AMER-East,0,0,0,0,0,0,0.11,99.9,99.951,1,81.8,71.0,61.47,0,47,0
2024-09-30,ASH01,AMER-East,1,0,0,1,0,0,0.67,99.9,99.954,1,79.6,72.8,58.75,0,68,0
2024-10-01,ASH01,AMER-East,4,1,0,3,2,2,17.45,99.9,99.462,0,72.4,72.1,51.61,1,58,1
2024-10-02,ASH01,AMER-East,2,1,1,0,1,1,6.6,99.9,99.732,0,70.9,72.6,50.43,1,60,0
2024-10-03,ASH01,AMER-East,0,0,0,0,2,1,7.49,99.9,99.812,0,71.6,68.4,54.18,0,49,0
2024-10-04,ASH01,AMER-East,2,0,0,2,2,1,10.34,99.9,99.666,0,71.0,74.5,54.62,0,58,1
2024-10-05,ASH01,AMER-East,1,0,0,1,1,0,3.22,99.9,99.848,0,74.3,70.7,56.3,0,58,1
2024-10-06,ASH01,AMER-East,0,0,0,0,4,0,8.27,99.9,99.789,0,71.1,69.1,47.64,0,64,0
2024-10-07,ASH01,AMER-East,1,0,1,0,1,0,2.25,99.9,99.881,0,75.4,68.2,51.69,0,68,0
2024-10-08,ASH01,AMER-East,1,1,0,0,2,1,11.43,99.9,99.712,0,71.4,71.8,52.08,1,60,0
2024-10-09,ASH01,AMER-East,1,0,1,0,0,0,0.74,99.9,99.926,1,76.0,68.3,55.65,0,57,0
2024-10-10,ASH01,AMER-East,2,0,0,2,3,2,16.35,99.9,99.563,0,72.1,71.8,50.67,0,48,1
2024-10-11,ASH01,AMER-East,4,0,0,4,3,2,17.19,99.9,99.459,0,70.4,74.0,48.94,0,52,2
2024-10-12,ASH01,AMER-East,2,0,0,2,1,0,1.39,99.9,99.812,0,77.7,71.4,59.33,0,56,1
2024-10-13,ASH01,AMER-East,3,0,0,3,6,2,21.3,99.9,99.428,0,79.1,75.2,52.37,0,45,1
2024-10-14,ASH01,AMER-East,2,0,1,1,1,1,10.12,99.9,99.689,0,76.5,74.2,54.55,0,63,1
2024-10-15,ASH01,AMER-East,2,0,0,2,1,1,7.8,99.9,99.706,0,68.8,71.7,52.04,0,53,0
2024-10-16,ASH01,AMER-East,2,0,0,2,2,2,10.49,99.9,99.619,0,74.2,71.8,55.37,0,44,0
2024-10-17,ASH01,AMER-East,4,0,0,4,5,4,23.45,99.9,99.395,0,76.5,73.6,52.65,1,61,0
2024-10-18,ASH01,AMER-East,2,0,1,1,3,2,15.84,99.9,99.618,0,75.8,67.6,51.38,0,50,0
2024-10-19,ASH01,AMER-East,0,0,0,0,1,0,1.72,99.9,99.935,1,78.1,69.0,59.14,0,52,0
2024-10-20,ASH01,AMER-East,0,0,0,0,2,1,8.94,99.9,99.796,0,73.4,72.1,50.09,0,61,0
2024-10-21,ASH01,AMER-East,2,1,1,0,2,1,11.94,99.9,99.684,0,75.6,72.6,57.8,1,59,1
2024-10-22,ASH01,AMER-East,1,0,1,0,2,0,3.57,99.9,99.884,0,78.5,71.9,55.89,0,76,1
2024-10-23,ASH01,AMER-East,1,0,1,0,1,0,2.75,99.9,99.86,0,77.3,73.6,59.42,0,55,0
2024-10-24,ASH01,AMER-East,2,0,0,2,1,0,2.05,99.9,99.837,0,64.0,74.3,45.66,0,54,0
2024-10-25,ASH01,AMER-East,2,0,0,2,2,0,4.83,99.9,99.817,0,70.1,72.4,49.61,0,59,0
2024-10-26,ASH01,AMER-East,3,0,0,3,3,2,27.59,99.9,99.299,0,71.2,73.8,54.09,1,63,0
2024-10-27,ASH01,AMER-East,1,0,0,1,3,2,10.09,99.9,99.805,0,68.5,71.8,49.54,0,55,0
2024-10-28,ASH01,AMER-East,0,0,0,0,0,0,0.37,99.9,99.984,1,67.0,72.0,46.62,0,54,0
2024-10-29,ASH01,AMER-East,1,0,0,1,0,0,0.18,99.9,99.84,0,69.9,70.2,50.76,0,54,0
2024-10-30,ASH01,AMER-East,1,0,0,1,0,0,0.21,99.9,99.909,1,72.8,74.4,51.2,0,68,0
2024-10-31,ASH01,AMER-East,0,0,0,0,0,0,0.75,99.9,99.956,1,73.6,73.9,50.54,0,47,0
2024-11-01,ASH01,AMER-East,2,0,2,0,1,1,8.11,99.9,99.717,0,73.4,69.9,52.96,0,52,1
2024-11-02,ASH01,AMER-East,0,0,0,0,2,0,5.56,99.9,99.85,0,77.4,72.9,51.71,0,61,0
2024-11-03,ASH01,AMER-East,4,1,2,1,3,2,10.82,99.9,99.538,0,69.0,69.4,53.4,1,74,1
2024-11-04,ASH01,AMER-East,2,0,1,1,4,2,15.97,99.9,99.617,0,79.5,73.8,55.54,0,40,0
2024-11-05,ASH01,AMER-East,1,1,0,0,2,1,8.55,99.9,99.74,0,89.1,66.8,65.55,1,64,0
2024-11-06,ASH01,AMER-East,1,0,1,0,2,1,7.53,99.9,99.792,0,71.5,70.5,47.86,0,38,0
2024-11-07,ASH01,AMER-East,2,0,1,1,4,2,12.46,99.9,99.636,0,75.6,72.3,54.03,0,57,1
2024-11-08,ASH01,AMER-East,4,0,0,4,4,2,15.77,99.9,99.487,0,67.9,73.7,50.84,0,56,2
2024-11-09,ASH01,AMER-East,0,0,0,0,1,0,1.14,99.9,99.937,1,72.8,70.0,50.71,0,65,0
2024-11-10,ASH01,AMER-East,0,0,0,0,2,1,13.67,99.9,99.726,0,77.7,67.9,53.77,0,56,2
2024-11-11,ASH01,AMER-East,0,0,0,0,1,0,0.76,99.9,99.946,1,65.9,73.5,43.59,0,49,0
2024-11-12,ASH01,AMER-East,1,1,0,0,3,1,11.17,99.9,99.731,0,75.2,71.8,49.94,1,43,1
2024-11-13,ASH01,AMER-East,3,0,0,3,7,4,28.0,99.9,99.312,0,77.4,70.8,58.99,1,70,1
2024-11-14,ASH01,AMER-East,2,0,1,1,0,0,0.09,99.9,99.882,0,72.4,72.2,54.44,0,57,0
2024-11-15,ASH01,AMER-East,1,0,0,1,2,1,8.29,99.9,99.81,0,77.4,69.1,54.34,0,58,0
2024-11-16,ASH01,AMER-East,0,0,0,0,3,0,5.56,99.9,99.857,0,68.9,66.0,47.93,0,46,0
2024-11-17,ASH01,AMER-East,2,0,1,1,2,1,5.98,99.9,99.79,0,75.2,75.9,54.49,0,55,0
2024-11-18,ASH01,AMER-East,3,0,1,2,2,2,22.79,99.9,99.452,0,68.9,72.1,46.47,0,59,0
2024-11-19,ASH01,AMER-East,1,0,1,0,5,2,11.21,99.9,99.745,0,76.1,73.6,57.27,0,48,0
2024-11-20,ASH01,AMER-East,2,0,0,2,8,3,23.78,99.9,99.491,0,76.6,71.6,56.26,0,61,0
2024-11-21,ASH01,AMER-East,1,0,0,1,1,1,11.47,99.9,99.686,0,73.0,71.8,50.25,0,62,1
2024-11-22,ASH01,AMER-East,0,0,0,0,3,0,5.32,99.9,99.888,0,78.8,69.9,52.24,0,54,0
2024-11-23,ASH01,AMER-East,2,0,0,2,4,2,22.2,99.9,99.461,0,78.0,72.7,54.33,0,69,0
2024-11-24,ASH01,AMER-East,2,0,1,1,2,1,4.53,99.9,99.811,0,76.8,68.4,55.8,0,64,0
2024-11-25,ASH01,AMER-East,5,0,0,5,2,1,8.56,99.9,99.543,0,68.0,68.6,46.65,0,65,0
2024-11-26,ASH01,AMER-East,1,0,0,1,3,1,10.81,99.9,99.727,0,72.2,69.7,56.15,0,51,0
2024-11-27,ASH01,AMER-East,0,0,0,0,3,0,6.31,99.9,99.827,0,76.2,76.2,54.61,0,61,0
2024-11-28,ASH01,AMER-East,1,0,0,1,3,1,11.62,99.9,99.698,0,64.6,71.4,49.23,0,46,0
2024-11-29,ASH01,AMER-East,2,0,2,0,0,0,0.64,99.9,99.894,0,78.2,71.7,54.04,0,62,0
2024-11-30,ASH01,AMER-East,0,0,0,0,0,0,0.75,99.9,99.964,1,81.5,70.7,59.62,0,60,0
2024-12-01,ASH01,AMER-East,2,0,0,2,2,2,6.25,99.9,99.798,0,73.5,72.1,57.25,0,65,0
2024-12-02,ASH01,AMER-East,0,0,0,0,4,2,19.49,99.9,99.688,0,70.7,71.4,48.15,0,62,1
2024-12-03,ASH01,AMER-East,0,0,0,0,0,0,0.62,99.9,99.966,1,68.7,69.3,52.25,0,57,0
2024-12-04,ASH01,AMER-East,1,0,1,0,6,2,14.9,99.9,99.633,0,72.8,70.0,51.28,0,62,1
2024-12-05,ASH01,AMER-East,0,0,0,0,2,1,7.47,99.9,99.868,0,80.0,68.7,53.12,0,59,0
2024-12-06,ASH01,AMER-East,3,0,3,0,2,2,15.43,99.9,99.573,0,67.6,73.6,52.43,0,57,1
2024-12-07,ASH01,AMER-East,1,0,0,1,2,1,14.73,99.9,99.683,0,77.8,64.8,53.8,0,59,0
2024-12-08,ASH01,AMER-East,0,0,0,0,5,2,19.63,99.9,99.56,0,72.3,74.4,52.2,0,66,0
2024-12-09,ASH01,AMER-East,0,0,0,0,2,0,4.69,99.9,99.893,0,75.5,70.5,56.95,0,55,0
2024-12-10,ASH01,AMER-East,1,0,0,1,3,2,15.87,99.9,99.641,0,73.8,76.0,54.21,0,50,1
2024-12-11,ASH01,AMER-East,3,1,0,2,0,0,0.07,99.9,99.779,0,71.5,68.4,53.71,1,56,0
2024-12-12,ASH01,AMER-East,3,0,0,3,5,2,19.66,99.9,99.415,0,77.0,66.6,54.48,0,52,0
2024-12-13,ASH01,AMER-East,1,0,0,1,0,0,0.04,99.9,99.899,0,73.7,74.9,55.56,0,68,0
2024-12-14,ASH01,AMER-East,2,0,0,2,4,3,23.18,99.9,99.455,0,65.6,72.9,50.98,0,67,0
2024-12-15,ASH01,AMER-East,3,0,0,3,3,1,12.89,99.9,99.587,0,69.1,72.5,51.88,0,65,1
2024-12-16,ASH01,AMER-East,6,0,0,6,5,4,31.06,99.9,99.117,0,76.4,70.7,59.36,1,59,2
2024-12-17,ASH01,AMER-East,3,0,2,1,3,1,11.83,99.9,99.594,0,68.1,72.9,51.21,0,55,1
2024-12-18,ASH01,AMER-East,2,0,1,1,4,4,23.92,99.9,99.401,0,74.3,71.8,50.69,0,46,0
2024-12-19,ASH01,AMER-East,2,0,0,2,1,1,5.96,99.9,99.717,0,78.8,73.1,54.71,0,73,0
2024-12-20,ASH01,AMER-East,0,0,0,0,2,0,2.81,99.9,99.902,1,71.4,69.9,54.27,0,47,0
2024-12-21,ASH01,AMER-East,2,0,1,1,3,2,9.69,99.9,99.712,0,70.9,76.5,52.35,0,62,0
2024-12-22,ASH01,AMER-East,3,0,0,3,2,1,9.79,99.9,99.717,0,71.1,73.5,52.66,0,55,2
2024-12-23,ASH01,AMER-East,0,0,0,0,2,1,2.46,99.9,99.983,1,73.3,69.6,56.7,0,58,0
2024-12-24,ASH01,AMER-East,1,0,0,1,1,1,6.16,99.9,99.863,0,73.8,70.7,52.94,0,58,0
2024-12-25,ASH01,AMER-East,1,0,0,1,4,3,22.13,99.9,99.579,0,80.3,76.3,54.28,0,61,1
2024-12-26,ASH01,AMER-East,0,0,0,0,1,0,1.09,99.9,99.929,1,73.2,68.9,50.24,0,62,0
2024-12-27,ASH01,AMER-East,0,0,0,0,0,0,0.71,99.9,100.0,1,70.4,75.1,50.43,0,64,0
2024-12-28,ASH01,AMER-East,1,0,0,1,2,2,11.97,99.9,99.73,0,72.5,72.1,50.22,0,44,0
2024-12-29,ASH01,AMER-East,2,0,1,1,0,0,0.23,99.9,99.847,0,75.8,74.5,57.89,0,51,1
2024-12-30,ASH01,AMER-East,3,1,0,2,0,0,0.44,99.9,99.859,0,73.9,70.6,51.63,1,65,0
2024-12-31,ASH01,AMER-East,3,0,0,3,0,0,0.34,99.9,99.779,0,77.1,74.2,53.58,0,60,0
2025-01-01,ASH01,AMER-East,0,0,0,0,1,1,6.79,99.9,99.913,0,74.8,71.9,52.44,0,69,0
2025-01-02,ASH01,AMER-East,3,0,1,2,1,1,5.79,99.9,99.713,0,77.4,71.9,52.39,0,61,1
2025-01-03,ASH01,AMER-East,0,0,0,0,2,0,5.46,99.9,99.891,0,67.5,72.1,49.74,0,59,0
2025-01-04,ASH01,AMER-East,2,1,0,1,5,1,9.84,99.9,99.665,0,72.8,72.4,48.64,1,55,1
2025-01-05,ASH01,AMER-East,3,0,0,3,3,3,16.34,99.9,99.56,0,63.9,72.0,45.43,0,51,1
2025-01-06,ASH01,AMER-East,1,0,0,1,3,3,23.28,99.9,99.514,0,76.9,74.1,56.04,0,62,2
2025-01-07,ASH01,AMER-East,2,0,0,2,4,0,8.33,99.9,99.717,0,62.1,69.9,47.66,0,52,0
2025-01-08,ASH01,AMER-East,2,1,1,0,4,1,15.9,99.9,99.556,0,69.4,70.2,46.26,1,78,0
2025-01-09,ASH01,AMER-East,1,0,0,1,2,1,8.78,99.9,99.766,0,67.9,77.9,48.7,0,46,0
2025-01-10,ASH01,AMER-East,2,0,1,1,1,0,1.81,99.9,99.82,0,72.7,75.6,54.99,0,56,0
2025-01-11,ASH01,AMER-East,3,0,0,3,4,2,19.63,99.9,99.46,0,77.2,73.1,53.16,0,58,0
2025-01-12,ASH01,AMER-East,1,0,0,1,2,0,4.53,99.9,99.819,0,69.9,70.9,52.34,0,53,0
2025-01-13,ASH01,AMER-East,1,0,1,0,0,0,0.69,99.9,99.909,1,79.7,70.1,54.91,0,68,0
2025-01-14,ASH01,AMER-East,0,0,0,0,2,1,7.02,99.9,99.817,0,71.1,74.3,52.0,0,68,0
2025-01-15,ASH01,AMER-East,0,0,0,0,0,0,0.39,99.9,99.972,1,73.0,76.7,49.49,0,58,0
2025-01-16,ASH01,AMER-East,1,0,0,1,3,1,11.65,99.9,99.717,0,69.0,72.3,49.32,0,54,1
2025-01-17,ASH01,AMER-East,1,1,0,0,0,0,0.35,99.9,99.884,0,75.3,76.3,53.11,1,54,1
2025-01-18,ASH01,AMER-East,4,1,1,2,2,0,4.34,99.9,99.685,0,77.9,70.8,52.42,1,64,1
2025-01-19,ASH01,AMER-East,3,0,1,2,2,1,3.62,99.9,99.746,0,72.8,69.3,52.7,0,56,2
2025-01-20,ASH01,AMER-East,2,0,0,2,2,1,8.7,99.9,99.707,0,74.4,76.4,54.57,0,53,0
2025-01-21,ASH01,AMER-East,2,0,1,1,5,2,17.03,99.9,99.546,0,75.8,75.4,53.36,0,57,3
2025-01-22,ASH01,AMER-East,0,0,0,0,2,1,8.63,99.9,99.795,0,76.4,77.1,57.01,0,68,0
2025-01-23,ASH01,AMER-East,0,0,0,0,1,0,1.99,99.9,99.904,1,69.5,70.2,45.96,0,64,0
2025-01-24,ASH01,AMER-East,3,0,1,2,2,1,10.47,99.9,99.654,0,78.2,72.2,57.9,0,57,2
2025-01-25,ASH01,AMER-East,0,0,0,0,1,0,2.0,99.9,99.973,1,74.8,69.8,51.37,0,59,0
2025-01-26,ASH01,AMER-East,1,0,0,1,3,1,6.42,99.9,99.813,0,79.3,68.3,58.37,0,63,0
2025-01-27,ASH01,AMER-East,3,0,1,2,3,3,24.66,99.9,99.359,0,91.2,67.6,62.56,1,48,0
2025-01-28,ASH01,AMER-East,1,0,1,0,3,1,11.42,99.9,99.767,0,67.9,70.8,51.38,0,59,1
2025-01-29,ASH01,AMER-East,1,0,0,1,0,0,0.65,99.9,99.95,1,72.3,76.1,50.25,0,47,0
2025-01-30,ASH01,AMER-East,0,0,0,0,0,0,0.38,99.9,99.895,0,76.3,74.5,51.56,0,59,0
2025-01-31,ASH01,AMER-East,0,0,0,0,0,0,0.47,99.9,99.998,1,69.5,70.5,53.2,0,57,0
2025-02-01,ASH01,AMER-East,2,0,0,2,1,1,6.66,99.9,99.731,0,75.2,71.2,54.36,0,77,2
2025-02-02,ASH01,AMER-East,1,0,0,1,1,1,6.61,99.9,99.757,0,71.3,72.7,49.79,0,62,0
2025-02-03,ASH01,AMER-East,2,0,0,2,2,1,10.53,99.9,99.696,0,71.3,69.8,51.08,0,52,0
2025-02-04,ASH01,AMER-East,0,0,0,0,1,1,5.81,99.9,99.847,0,72.1,71.7,49.48,0,45,0
2025-02-05,ASH01,AMER-East,4,1,2,1,2,2,12.11,99.9,99.542,0,71.7,74.5,51.19,1,61,2
2025-02-06,ASH01,AMER-East,1,0,0,1,2,1,5.56,99.9,99.828,0,76.7,69.0,58.07,0,65,0
2025-02-07,ASH01,AMER-East,0,0,0,0,1,0,1.26,99.9,99.933,1,84.1,71.8,56.46,0,75,0
2025-02-08,ASH01,AMER-East,2,0,2,0,6,4,28.81,99.9,99.315,0,72.4,74.2,55.0,1,71,2
2025-02-09,ASH01,AMER-East,4,0,2,2,3,2,18.71,99.9,99.456,0,69.0,72.0,53.11,0,69,0
2025-02-10,ASH01,AMER-East,1,0,1,0,2,1,6.5,99.9,99.795,0,78.0,70.5,60.03,0,64,0
2025-02-11,ASH01,AMER-East,2,0,1,1,1,1,12.51,99.9,99.691,0,77.0,73.5,51.07,0,62,0
2025-02-12,ASH01,AMER-East,1,0,0,1,2,1,7.01,99.9,99.834,0,69.8,70.1,49.51,0,61,0
2025-02-13,ASH01,AMER-East,1,0,1,0,4,3,27.46,99.9,99.429,0,70.0,66.0,47.8,0,60,0
2025-02-14,ASH01,AMER-East,4,0,0,4,2,1,11.35,99.9,99.536,0,68.9,66.1,46.14,0,48,1
2025-02-15,ASH01,AMER-East,1,0,0,1,0,0,0.11,99.9,99.956,1,77.6,68.8,55.04,0,61,0
2025-02-16,ASH01,AMER-East,4,0,1,3,2,1,5.54,99.9,99.637,0,76.3,70.5,58.08,0,44,1
2025-02-17,ASH01,AMER-East,2,0,0,2,3,1,14.93,99.9,99.601,0,69.2,74.1,48.93,0,70,0
2025-02-18,ASH01,AMER-East,2,0,2,0,2,2,18.66,99.9,99.574,0,71.8,73.8,49.27,0,57,0
2025-02-19,ASH01,AMER-East,1,0,1,0,1,1,9.2,99.9,99.728,0,76.6,77.2,51.88,0,64,0
2025-02-20,ASH01,AMER-East,1,0,0,1,1,0,1.96,99.9,99.917,1,77.5,76.8,57.7,0,49,0
2025-02-21,ASH01,AMER-East,1,1,0,0,2,0,4.2,99.9,99.873,0,77.3,75.2,53.97,1,47,0
2025-02-22,ASH01,AMER-East,2,0,1,1,2,1,11.57,99.9,99.606,0,79.1,68.8,57.36,0,52,1
2025-02-23,ASH01,AMER-East,2,0,0,2,2,0,1.97,99.9,99.824,0,73.6,74.6,50.47,0,48,1
2025-02-24,ASH01,AMER-East,0,0,0,0,1,1,3.38,99.9,99.882,0,78.5,73.4,55.58,0,65,0
2025-02-25,ASH01,AMER-East,3,0,2,1,4,3,11.1,99.9,99.612,0,74.1,72.0,55.7,0,59,1
2025-02-26,ASH01,AMER-East,2,0,1,1,4,3,25.28,99.9,99.431,0,71.0,68.5,49.68,0,65,0
2025-02-27,ASH01,AMER-East,5,1,0,4,2,2,8.83,99.9,99.559,0,73.4,73.5,48.98,1,54,3
2025-02-28,ASH01,AMER-East,2,0,0,2,2,2,7.2,99.9,99.749,0,81.7,71.1,56.39,0,46,0
2025-03-01,ASH01,AMER-East,0,0,0,0,0,0,0.62,99.9,99.923,1,78.6,70.9,51.91,0,46,0
2025-03-02,ASH01,AMER-East,2,0,0,2,2,2,13.11,99.9,99.616,0,73.4,68.5,49.98,0,57,0
2025-03-03,ASH01,AMER-East,2,0,1,1,1,1,6.19,99.9,99.732,0,80.1,72.3,57.56,0,65,3
2025-03-04,ASH01,AMER-East,1,0,0,1,2,2,13.21,99.9,99.638,0,70.2,69.5,47.34,0,64,0
2025-03-05,ASH01,AMER-East,5,0,2,3,5,4,24.72,99.9,99.223,0,73.3,67.5,49.83,1,51,1
2025-03-06,ASH01,AMER-East,0,0,0,0,1,1,6.92,99.9,99.876,0,80.3,72.2,55.46,0,60,0
2025-03-07,ASH01,AMER-East,0,0,0,0,0,0,0.24,99.9,99.986,1,72.8,71.8,49.5,0,70,0
2025-03-08,ASH01,AMER-East,3,0,0,3,2,1,7.88,99.9,99.672,0,72.4,75.4,47.96,0,58,1
2025-03-09,ASH01,AMER-East,1,0,0,1,1,0,0.65,99.9,99.917,1,71.5,72.2,48.97,0,62,0
2025-03-10,ASH01,AMER-East,3,0,1,2,3,2,11.73,99.9,99.57,0,76.6,74.0,51.27,0,52,0
2025-03-11,ASH01,AMER-East,0,0,0,0,0,0,0.46,99.9,99.962,1,70.7,72.7,53.33,0,50,0
2025-03-12,ASH01,AMER-East,3,1,0,2,1,1,8.57,99.9,99.654,0,71.0,68.7,50.49,1,48,0
2025-03-13,ASH01,AMER-East,1,0,0,1,1,1,9.35,99.9,99.753,0,77.7,74.2,53.7,0,63,0
2025-03-14,ASH01,AMER-East,4,0,1,3,1,1,7.11,99.9,99.636,0,74.0,70.9,54.45,0,61,2
2025-03-15,ASH01,AMER-East,0,0,0,0,0,0,0.27,99.9,99.938,1,68.6,74.8,50.05,0,52,0
2025-03-16,ASH01,AMER-East,1,0,0,1,2,2,17.31,99.9,99.667,0,78.6,69.6,52.14,0,62,0
2025-03-17,ASH01,AMER-East,4,0,1,3,6,4,39.39,99.9,99.059,0,69.0,73.9,47.76,1,61,1
2025-03-18,ASH01,AMER-East,1,0,1,0,2,1,7.61,99.9,99.708,0,76.0,71.5,56.72,0,60,0
2025-03-19,ASH01,AMER-East,4,0,0,4,2,2,11.5,99.9,99.549,0,75.2,69.6,53.29,0,48,2
